N° RPPS,Nom,Prénom,Spécialité,Date accréditation,OA,Nom équipe,Département,FINESS,Statut
10100677730,GOUJON,Edouard,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",29/12/2021,GYNERISQ,,34,340780741,Libéral
10101651601,GOULLET,Bastien,Gastro-entérologie (activité interventionnelle) ;,12/09/2024,CEFA-HGE,CEFA-HGE-11,94,940000573,Salarié
10102046256,GOULLIEUX,Marine,Chirurgie viscérale et digestive ;,19/10/2023,FCVD,,21,210012670,Libéral
10100212504,GOULON,Gilles,Chirurgie orthopédique et traumatologie ;,03/02/2022,ORTHORISQ,,972,970202313,Libéral
10101392974,GOUMARRE,Celine,Radiologie et Imagerie médicale;,12/09/2024,ODPC-RIM,ODPC-RIM-90,31,310783048,Salarié
10003070223,GOUNOT,Nicolas,"Chirurgie plastique, reconstructrice et esthétique ;",29/12/2020,PLASTIRISQ,,69,690782842,Libéral
10001340875,GOUPIL,Bertrand,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,28/12/2022,CFAR,CFAR-5,31,310780283,Libéral
10100081883,GOUPIL,Jean,Radiologie et Imagerie médicale;,19/10/2023,ODPC-RIM,ODPC-RIM-01,30,300780038,Salarié
10100075638,GOURAUD,David,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,20/07/2023,CFAR,CFAR-1,44,440006344,Libéral
10002544830,GOURDIER,Anne-laurence,Radiologie et Imagerie médicale;,31/03/2022,ODPC-RIM,ODPC-RIM-44,49,490000031,Salarié
10002592557,GOURNAY,Antoine,Chirurgie orthopédique et traumatologie ;,22/09/2022,ORTHORISQ,,49,490015906,Libéral
10003953394,GOUT,Aladin,Chirurgie urologique ;,15/12/2022,AFU,,02,020010047,Libéral
10100880631,GOUTON,Mahoutin,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",11/05/2023,GYNERISQ,,95,950300277,Libéral et salarié
10000461870,GOUYET-CALIA,Louise,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,12/09/2024,CFAR,CFAR-127,33,330781360,Salarié
10100096055,GOYAULT,Gilles,Radiologie et Imagerie médicale;,25/04/2024,ODPC-RIM,ODPC-RIM-02,67,670017458,Libéral
10100096055,GOYAULT,Gilles,Radiologie et Imagerie médicale;,25/04/2024,ODPC-RIM,ODPC-RIM-02,67,670018068,Libéral
10100311900,GOYER,Perrine,Chirurgie viscérale et digestive ;,29/12/2020,FCVD,,75,750300139,Libéral et salarié
10100311900,GOYER,Perrine,Chirurgie viscérale et digestive ;,29/12/2020,FCVD,,75,750300154,Libéral et salarié
10004426283,GOYET,Mirela,Radiologie et Imagerie médicale;,06/06/2024,ODPC-RIM,,49,490000049,Salarié
10004426283,GOYET,Mirela,Radiologie et Imagerie médicale;,06/06/2024,ODPC-RIM,,49,490000635,Salarié
10004414107,GRABER,Ivan,Gastro-entérologie (activité interventionnelle) ;,17/07/2019,CEFA-HGE,CEFA-HGE-40,38,690780663,Libéral
10101225711,GRACIA,Gauthier,Chirurgie orthopédique et traumatologie ;,12/09/2024,ORTHORISQ,,64,640018206,Libéral
10101225711,GRACIA,Gauthier,Chirurgie orthopédique et traumatologie ;,12/09/2024,ORTHORISQ,,64,640780748,Libéral
10100953750,GRACIA,Romain,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,21/12/2023,CFAR,CFAR-26,81,810000224,Libéral
10101157914,GRACIENT,Aurelien,Chirurgie viscérale et digestive ;,01/04/2021,FCVD,,62,620006049,Libéral
10100382273,GRADINARU,Mihaela,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",21/12/2023,GYNERISQ,,85,850000118,Libéral
10002430204,GRAFTIAUX,Alain,Chirurgie orthopédique et traumatologie ;,26/11/2020,ORTHORISQ,,67,670780378,Libéral
10100035210,GRAICHI,Rochdi,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",22/09/2022,GYNERISQ,,974,970462024,Libéral
10100400240,GRAILLOT,Emmanuelle,Gastro-entérologie (activité interventionnelle) ;,15/02/2024,CEFA-HGE,CEFA-HGE-42,69,690793468,Libéral
10101246154,GRALL,Marie,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",26/11/2020,GYNERISQ,GYNERISQ-22,29,290019777,Libéral
10001743250,GRANDCLERE,Christophe,Chirurgie vasculaire ;,21/10/2021,VASCURISQ,,57,570026252,Libéral et salarié
10003708145,GRANDCOIN,Patricia,Chirurgie viscérale et digestive ;,23/09/2021,FCVD,,77,770300135,Libéral
10004386800,GRANDIN,Wilfried,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,23/09/2021,CFAR,,14,140017237,Libéral
10003105417,GRANDJACQUES,Cecile,Gastro-entérologie (activité interventionnelle) ;,17/12/2020,CEFA-HGE,CEFA-HGE-22,69,690780358,Libéral
10100813996,GRANDJEAN,Amaury,Chirurgie orthopédique et traumatologie ;,22/09/2022,ORTHORISQ,,13,130810740,Libéral
10003426318,GRANDVAL,Philippe,Gastro-entérologie (activité interventionnelle) ;,15/06/2023,CEFA-HGE,CEFA-HGE-51,13,130783293,Salarié
10101222098,GRANGE,Remi,Radiologie et Imagerie médicale;,03/02/2022,ODPC-RIM,ODPC-RIM-51,42,420011413,Salarié
10100919199,GRANGE,Sylvain,Radiologie et Imagerie médicale;,03/02/2022,ODPC-RIM,ODPC-RIM-51,42,420785354,Salarié
10003119137,GRANGE,Yves,Chirurgie orthopédique et traumatologie ;,28/04/2022,ORTHORISQ,,73,,Libéral
10101238771,GRANGEON,Flavia,Radiologie et Imagerie médicale;,17/11/2022,ODPC-RIM,ODPC-RIM-47,69,690784137,Salarié
10002991056,GRANGER,Philippe,Chirurgie viscérale et digestive ;,23/09/2021,FCVD,,38,380786442,Libéral
10002626595,GRANGIER,Yann,"Chirurgie plastique, reconstructrice et esthétique ;",28/04/2022,PLASTIRISQ,,29,290029776,Libéral
10001228781,GRANIER,Alain,Chirurgie viscérale et digestive ;,01/07/2021,FCVD,,94,130008253,Libéral
10001228781,GRANIER,Alain,Chirurgie viscérale et digestive ;,01/07/2021,FCVD,,94,130782675,Libéral
10001228781,GRANIER,Alain,Chirurgie viscérale et digestive ;,01/07/2021,FCVD,,94,940300031,Libéral
10003258562,GRANIER,Cecile,Radiologie et Imagerie médicale;,29/12/2021,ODPC-RIM,ODPC-RIM-41,34,340780675,Libéral
10101061173,GRANIER,Clement,Chirurgie orthopédique et traumatologie ;,22/10/2020,ORTHORISQ,,34,340009885,Libéral
10100157915,GRANIER,Pascal,"Chirurgie plastique, reconstructrice et esthétique ;",14/12/2023,PLASTIRISQ,,34,340000306,Libéral
10100128106,GRANTCHARSKI,Ognian,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,28/03/2024,CFAR,,64,640016580,Libéral
10002577277,GRAS,Emanuèle,Radiologie et Imagerie médicale;,12/09/2024,ODPC-RIM,ODPC-RIM-22,44,440033819,Libéral
10100085678,GRAS,Mathilde,Chirurgie orthopédique et traumatologie ;,25/11/2021,ORTHORISQ,,75,750300766,Libéral
10100085678,GRAS,Mathilde,Chirurgie orthopédique et traumatologie ;,25/11/2021,ORTHORISQ,,75,750300899,Libéral
10100099638,GRAS,Sylvain,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,16/12/2021,CFAR,,62,620101311,Libéral
10100401123,GRASSET,Willy,Chirurgie orthopédique et traumatologie ;,26/11/2020,ORTHORISQ,,69,690780648,Libéral
10003067146,GRATADOUR,Anne-christel,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",21/01/2021,GYNERISQ,,69,690023411,Libéral
10001836161,GRATIEN,Manuel,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,22/10/2020,CFAR,CFAR-35,69,690000195,Libéral
10001836161,GRATIEN,Manuel,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,22/10/2020,CFAR,CFAR-35,69,690780226,Libéral
10100392140,GRAU ORTIZ,Martin,Chirurgie orthopédique et traumatologie ;,23/06/2022,ORTHORISQ,,34,340000280,Libéral
10100885705,GRAUBY,Elsa,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",28/03/2024,GYNERISQ,,34,340780675,Libéral
10002863248,GRAVIÉ,Jean-françois,Chirurgie viscérale et digestive ;,21/10/2021,FCVD,,31,310026794,Libéral
10002677572,GRAVIER,Antoine,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",26/11/2020,GYNERISQ,,19,190000224,Libéral
10003413464,GRAVIER,Renaud,Chirurgie orthopédique et traumatologie ;,16/12/2021,ORTHORISQ,,13,130044753,Libéral
10003413464,GRAVIER,Renaud,Chirurgie orthopédique et traumatologie ;,16/12/2021,ORTHORISQ,,13,130781867,Libéral
10003413464,GRAVIER,Renaud,Chirurgie orthopédique et traumatologie ;,16/12/2021,ORTHORISQ,,13,130783723,Libéral
10002298668,GRAZIANA,Jean-pierre,Chirurgie urologique ;,23/06/2022,AFU,AFU-44,56,560002933,Salarié
10100335271,GREFFE,Guillaume,Chirurgie orthopédique et traumatologie ;,20/07/2023,ORTHORISQ,,75,750300881,Libéral
10005172498,GREGOIRE,Emilie,Chirurgie viscérale et digestive ;,28/12/2022,FCVD,,13,130783327,Libéral
10005172498,GREGOIRE,Emilie,Chirurgie viscérale et digestive ;,28/12/2022,FCVD,,13,130783665,Libéral
10001622074,GREGORY,Thomas,Chirurgie orthopédique et traumatologie ;,14/12/2023,ORTHORISQ,,75,750803447,Libéral et salarié
10001622074,GREGORY,Thomas,Chirurgie orthopédique et traumatologie ;,14/12/2023,ORTHORISQ,,75,930100037,Libéral et salarié
10100529048,GRELAT,Michael,Neurochirurgie ;,21/10/2021,Collège de Neurochirurgie,,69,690023239,Libéral
10002480514,GRELET,Vincent,Chirurgie orthopédique et traumatologie ;,26/11/2020,ORTHORISQ,,64,640780490,Libéral
10002303237,GRENET,Marina,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,23/09/2021,CFAR,,77,770300010,Libéral
10002095270,GRENIER DE CARDENAL,Damien,"Chirurgie plastique, reconstructrice et esthétique ;",18/02/2021,PLASTIRISQ,,45,450010079,Libéral
10001632180,GRES,Philippe,Chirurgie viscérale et digestive ;,15/07/2021,FCVD,,12,120780044,Salarié
10100985323,GRESSER,Mathieu,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,30/03/2023,CFAR,CFAR-13,54,540000361,Libéral
10100985323,GRESSER,Mathieu,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,30/03/2023,CFAR,CFAR-13,54,540000478,Libéral
10100985323,GRESSER,Mathieu,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,30/03/2023,CFAR,CFAR-13,54,540000619,Libéral
10100985323,GRESSER,Mathieu,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,30/03/2023,CFAR,CFAR-13,54,540000924,Libéral
10100985323,GRESSER,Mathieu,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,30/03/2023,CFAR,CFAR-13,54,540003449,Libéral
10101724838,GREVEZ,Tristan,Chirurgie urologique ;,15/06/2023,AFU,AFU-34,37,370007528,Libéral
10101724838,GREVEZ,Tristan,Chirurgie urologique ;,15/06/2023,AFU,AFU-34,37,370007569,Libéral
10100892164,GRICOURT,Pauline,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",18/01/2024,GYNERISQ,,80,800009920,Libéral
10003058871,GRIFFA PASQUIER,Nicole,Radiologie et Imagerie médicale;,17/11/2022,ODPC-RIM,,69,690784137,Salarié
10100990117,GRIFFART,Aude,Chirurgie orthopédique et traumatologie ;,23/09/2021,ORTHORISQ,,17,170000319,Libéral
10100879914,GRIGORIOU,Symeon,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,17/11/2022,CFAR,CFAR-74,31,310026927,Libéral
10100028181,GRIGORIU,Razvan george,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,29/12/2020,CFAR,CFAR-30,15,150780732,Libéral
10004032800,GRIGOROIU,Madalina,Chirurgie thoracique et cardio-vasculaire ;,21/07/2022,SFCTCV,,92,920300043,Libéral et salarié
10003847133,GRILLO,Philippe,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,29/12/2021,CFAR,CFAR-55,13,130783723,Libéral
10100984946,GRILLOT,Julienne,Gastro-entérologie (activité interventionnelle) ;,30/03/2023,CEFA-HGE,CEFA-HGE-50,71,710780917,Libéral
10003838900,GRIM,Maurice,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,29/12/2021,CFAR,,17,170780563,Libéral
10004080635,GRIMA,Francois,Chirurgie urologique ;,31/03/2022,AFU,,78,780300265,Libéral
10004080635,GRIMA,Francois,Chirurgie urologique ;,31/03/2022,AFU,,78,780300323,Libéral
10100202075,GRIMA,Renaud,Chirurgie thoracique et cardio-vasculaire ;,17/07/2019,SFCTCV,,69,690784186,Libéral et salarié
10002123635,GRIMAUX,Benoit,Oto-rhino-laryngologie ; Chirurgie de la face et du cou ;,15/06/2023,ORL-DPC,,50,500000203,Libéral et salarié
10003953576,GRIMBERG,Jean,Chirurgie orthopédique et traumatologie ;,16/12/2021,ORTHORISQ,,75,750300774,Libéral
10003702544,GRIMBERT-RICHARD,Sylvie,Gastro-entérologie (activité interventionnelle) ;,14/09/2023,CEFA-HGE,CEFA-HGE-32,75,750150237,Salarié
10100825248,GRINBERG,Daniel,Chirurgie thoracique et cardio-vasculaire ;,23/11/2023,SFCTCV,,69,690784186,Salarié
10001407260,GRINDA,Jean-michel,Chirurgie thoracique et cardio-vasculaire ;,19/10/2023,SFCTCV,,92,750100141,Libéral et salarié
10001407260,GRINDA,Jean-michel,Chirurgie thoracique et cardio-vasculaire ;,19/10/2023,SFCTCV,,92,920300753,Libéral et salarié
10002825759,GRINFEDER,Christophe,"Chirurgie plastique, reconstructrice et esthétique ;",17/12/2020,PLASTIRISQ,,33,330780446,Libéral
10003932083,GRIPON,Stephane,Chirurgie urologique ;,03/02/2022,AFU,,92,920300043,Libéral
10001971075,GRISEY,Arnaud,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",29/12/2020,GYNERISQ,,90,680000320,Libéral
10005170617,GRISOLI,Dominique-jean,Chirurgie thoracique et cardio-vasculaire ;,29/12/2020,SFCTCV,,13,130784051,Libéral
10005170617,GRISOLI,Dominique-jean,Chirurgie thoracique et cardio-vasculaire ;,29/12/2020,SFCTCV,,13,130785652,Libéral
10003376216,GRISONI,Vincent,Chirurgie urologique ;,25/11/2021,AFU,AFU-23,13,130000813,Libéral
10003376216,GRISONI,Vincent,Chirurgie urologique ;,25/11/2021,AFU,AFU-23,13,130043664,Libéral
10100283265,GRISOT,Celine,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",25/11/2021,GYNERISQ,,31,310026927,Libéral
10101329091,GRISSA,Mohamed,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,28/03/2024,CFAR,CFAR-110,95,950807982,Libéral
10100292118,GRITON,Marion,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,06/06/2024,CFAR,CFAR-125,33,330781360,Salarié
10003113775,GRIZEAU-SERGEANT,Marie victoire,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",31/03/2022,GYNERISQ,,85,850000118,Libéral
10101106440,GROB-VAILLANT,Anais,Radiologie et Imagerie médicale;,31/03/2022,ODPC-RIM,ODPC-RIM-40,13,130783293,Salarié
10100981686,GROBOST,Pierre,Chirurgie orthopédique et traumatologie ;,20/07/2023,ORTHORISQ,,69,690780366,Libéral
10100845790,GROGNU,Alexandre,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,18/01/2024,CFAR,CFAR-106,76,760780619,Libéral
10002464641,GRONIER,Olivier,Gastro-entérologie (activité interventionnelle) ;,28/03/2024,CEFA-HGE,CEFA-HGE-6,67,670013325,Libéral et salarié
10002463700,GROS,Cecile,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,15/06/2023,CFAR,CFAR-86,67,670780055,Salarié
10005179733,GROSCLAUDE,Celine,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,18/07/2024,CFAR,CFAR-126,44,440033819,Libéral
10003137998,GROSCLAUDE COUMERT,Sophie,Chirurgie orthopédique et traumatologie ;,26/11/2020,ORTHORISQ,,69,690023239,Libéral
10100222792,GROSDIDIER,Antoine,"Chirurgie plastique, reconstructrice et esthétique ;",14/12/2023,PLASTIRISQ,,73,730004298,Libéral
10003462255,GROSDIDIER,Denis,Chirurgie viscérale et digestive ;,15/07/2021,FCVD,,54,540000486,Libéral
10001635340,GROSJEAN,Guillaume,Chirurgie orthopédique et traumatologie ;,03/02/2022,ORTHORISQ,,92,920300753,Libéral et salarié
10100294809,GROSOS,Celine,Chirurgie infantile ;,21/12/2023,OA CHIRPED,,69,,Salarié
10003887204,GROSSETETE,Marc,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,13/10/2022,CFAR,CFAR-72,30,300788486,Libéral
10004431937,GROSSETTI,Antoine,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",21/12/2023,GYNERISQ,,75,920029550,Libéral
10003693636,GROSSKOPF,Didier,Neurochirurgie ;,23/06/2022,Collège de Neurochirurgie,,75,750300071,Libéral
10003693636,GROSSKOPF,Didier,Neurochirurgie ;,23/06/2022,Collège de Neurochirurgie,,75,930300025,Libéral
10100634608,GROSU,Ramona,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,18/07/2024,CFAR,CFAR-86,67,670000025,Salarié
10002826757,GROUSSET,David,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,21/12/2023,CFAR,CFAR-26,81,810008698,Libéral
10100393205,GROUX,Marion,Gastro-entérologie (activité interventionnelle) ;,30/01/2019,CEFA-HGE,,80,800009920,Libéral
10003986105,GROZIER,Frédéric,Chirurgie viscérale et digestive ;,03/02/2022,FCVD,,85,850000084,Libéral
10003986105,GROZIER,Frédéric,Chirurgie viscérale et digestive ;,03/02/2022,FCVD,,85,850000134,Libéral
10100678076,GRUNBERG,Mathieu,Chirurgie orthopédique et traumatologie ;,26/11/2020,ORTHORISQ,,16,160000170,Libéral
10100159002,GRUNENWALD,Etienne,Chirurgie thoracique et cardio-vasculaire ;,13/06/2018,SFCTCV,,31,310783055,Libéral et salarié
10100336402,GSELL,Thibault,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,21/12/2023,CFAR,CFAR-79,13,130784713,Libéral
10001844108,GUAQUIERE,Caroline,Chirurgie viscérale et digestive ;,15/06/2023,FCVD,,972,970200168,Libéral et salarié
10001844108,GUAQUIERE,Caroline,Chirurgie viscérale et digestive ;,15/06/2023,FCVD,,972,970202313,Libéral et salarié
10100168219,GUARDIA,Christine,Chirurgie orthopédique et traumatologie ;,19/10/2023,ORTHORISQ,,83,130781867,Libéral
10100168219,GUARDIA,Christine,Chirurgie orthopédique et traumatologie ;,19/10/2023,ORTHORISQ,,83,830100434,Libéral
10003067153,GUASCH,Fabrice,Gastro-entérologie (activité interventionnelle) ;,15/02/2024,CEFA-HGE,CEFA-HGE-42,69,690793468,Libéral
10100332419,GUEDIRI,Wissem,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",29/12/2021,GYNERISQ,,93,930300116,Libéral
10100678993,GUEDJ,Cynthia,Chirurgie viscérale et digestive ;,28/12/2022,FCVD,,78,780300422,Libéral
10100826477,GUEDJ,Jeremie,Chirurgie viscérale et digestive ;,19/01/2023,FCVD,,69,690780366,Libéral
10100826477,GUEDJ,Jeremie,Chirurgie viscérale et digestive ;,19/01/2023,FCVD,,69,690784137,Libéral
10002873726,GUEGANTON,Corinne,"Chirurgie plastique, reconstructrice et esthétique ;",19/10/2023,PLASTIRISQ,,31,310026927,Libéral
10002092038,GUEGUEN,Guillaume,Chirurgie orthopédique et traumatologie ;,23/09/2021,ORTHORISQ,,45,450010079,Libéral
10100287563,GUEGUEN,Thomas,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,28/03/2024,CFAR,CFAR-114,974,970462081,Libéral
10100287563,GUEGUEN,Thomas,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,28/03/2024,CFAR,CFAR-114,974,970462107,Libéral
10100159549,GUELLE,Nicolas,Chirurgie vasculaire ;,24/09/2020,VASCURISQ,,25,250000270,Libéral
10100159549,GUELLE,Nicolas,Chirurgie vasculaire ;,24/09/2020,VASCURISQ,,25,700000052,Libéral
10000449354,GUELMI,Kamel,Chirurgie orthopédique et traumatologie ;,15/07/2021,ORTHORISQ,,76,760805770,Libéral et salarié
10101567906,GUENEGO,Elisa,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,18/01/2024,CFAR,,31,310781067,Salarié
10002520756,GUENEGO,Olivier,Radiologie et Imagerie médicale;,12/09/2024,ODPC-RIM,ODPC-RIM-22,44,440029379,Libéral et salarié
10100683845,GUENIFFEY,Aurore,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",21/12/2023,GYNERISQ,,38,380786442,Libéral
10100079309,GUENOUN,Benjamin,Chirurgie orthopédique et traumatologie ;,28/12/2022,ORTHORISQ,,75,750300493,Libéral
10100079309,GUENOUN,Benjamin,Chirurgie orthopédique et traumatologie ;,28/12/2022,ORTHORISQ,,75,910300177,Libéral
10100101038,GUENOUN,Daphne,Radiologie et Imagerie médicale;,17/11/2022,ODPC-RIM,ODPC-RIM-42,13,130786049,Salarié
10100308120,GUENZI,Martino,Chirurgie viscérale et digestive ;,17/11/2022,FCVD,,60,600001234,Libéral et salarié
10003341830,GUERAN,Philippe,Chirurgie orthopédique et traumatologie ;,23/09/2021,ORTHORISQ,,13,130002249,Libéral
10003341830,GUERAN,Philippe,Chirurgie orthopédique et traumatologie ;,23/09/2021,ORTHORISQ,,13,130784713,Libéral
10003341830,GUERAN,Philippe,Chirurgie orthopédique et traumatologie ;,23/09/2021,ORTHORISQ,,13,130810740,Libéral
10100961639,GUERARD,Anne-sophie,Radiologie et Imagerie médicale;,19/10/2023,ODPC-RIM,,35,350000741,Salarié
10001860351,GUERIAT,Frederic,Chirurgie orthopédique et traumatologie ;,21/01/2021,ORTHORISQ,,07,070780168,Libéral
10101180932,GUERIN,Gilles,Chirurgie orthopédique et traumatologie ;,21/12/2023,ORTHORISQ,,35,350000121,Libéral
10001064798,GUERIN,Veronique,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",16/07/2020,GYNERISQ,,05,050000116,Salarié
10001916708,GUERIN-WALLNER,Jean-georges,Chirurgie urologique ;,28/04/2022,AFU,AFU-42,14,140016759,Libéral
10002449907,GUERINONI,Livio,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",23/09/2021,GYNERISQ,,68,680000320,Libéral et salarié
10002944899,GUERLIN,Antoine,Chirurgie vasculaire ;,30/03/2023,VASCURISQ,,47,470000027,Libéral
10003849642,GUEROULT,Jean-michel,"Chirurgie plastique, reconstructrice et esthétique ;",25/11/2021,PLASTIRISQ,,33,330780040,Libéral
10001500619,GUEROULT,Sylvie,Chirurgie viscérale et digestive ;,01/07/2021,FCVD,,75,750300071,Libéral
10001500619,GUEROULT,Sylvie,Chirurgie viscérale et digestive ;,01/07/2021,FCVD,,75,750300592,Libéral
10100555803,GUERRE,Elvire,Chirurgie orthopédique et traumatologie ;,19/10/2023,ORTHORISQ,,29,290019777,Libéral
10003131405,GUERRIER,Béatrice,Gastro-entérologie (activité interventionnelle) ;,29/12/2020,CEFA-HGE,,01,010780195,Libéral
10003131405,GUERRIER,Béatrice,Gastro-entérologie (activité interventionnelle) ;,29/12/2020,CEFA-HGE,,01,390780559,Libéral
10002093762,GUERY,Jacques,Chirurgie orthopédique et traumatologie ;,21/10/2021,ORTHORISQ,,58,580780138,Libéral
10002292018,GUESNIER,Laurent,Chirurgie thoracique et cardio-vasculaire ;,17/12/2020,SFCTCV,,78,780300406,Libéral
10101020617,GUETTE,Pauline,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,28/12/2022,CFAR,CFAR-66,35,350000741,Salarié
10002719580,GUETTIER,Xavier,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",26/11/2020,GYNERISQ,,78,780300406,Libéral
10004083993,GUEYE,Ameth,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",12/09/2024,GYNERISQ,,974,970403804,Libéral
10003064416,GUIBAUD,Laurent,Radiologie et Imagerie médicale;,31/03/2022,ODPC-RIM,ODPC-RIM-48,69,690007539,Salarié
10005180194,GUIBERT,Julie,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,28/12/2022,CFAR,CFAR-85,38,380012658,Libéral
10003714614,GUIBERT,Lionel,Chirurgie viscérale et digestive ;,28/04/2022,FCVD,,51,510000193,Libéral
10003044160,GUICHARD,Gerard,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,23/11/2023,CFAR,CFAR-88,69,690041124,Libéral
10003703146,GUICHARD,Renaud,Chirurgie viscérale et digestive ;,16/12/2021,FCVD,,93,930300066,Libéral
10100186922,GUICHARDON,Amelie,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",15/06/2023,GYNERISQ,,33,330780537,Libéral
10100276939,GUICHERD,Willaume,Chirurgie orthopédique et traumatologie ;,14/09/2023,ORTHORISQ,,69,690036900,Libéral
10100544286,GUIDON,Julie,Chirurgie orthopédique et traumatologie ;,06/06/2024,ORTHORISQ,,83,830000154,Libéral
10100544286,GUIDON,Julie,Chirurgie orthopédique et traumatologie ;,06/06/2024,ORTHORISQ,,83,830100392,Libéral
10100937423,GUIFFART,Pauline,Chirurgie urologique ;,17/11/2022,AFU,AFU-59,59,590780383,Libéral
10003097291,GUIGAL,Vincent,Chirurgie orthopédique et traumatologie ;,17/12/2020,ORTHORISQ,,69,690023239,Libéral
10100274306,GUIGARD,Sébastien,Chirurgie thoracique et cardio-vasculaire ;,06/06/2024,SFCTCV,SFCTCV-14,38,380786442,Libéral
10100192235,GUIGNAND,Didier,Chirurgie orthopédique et traumatologie ;,23/06/2022,ORTHORISQ,,69,690780648,Libéral
10002601200,GUIGNARD,Georges,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",29/12/2021,GYNERISQ,,22,220022800,Libéral
10003723128,GUIGUI,Pierre,Chirurgie orthopédique et traumatologie ;,17/12/2020,ORTHORISQ,,75,750803447,Libéral et salarié
10002580560,GUIHARD,Pascal,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",17/12/2020,GYNERISQ,,44,440000412,Libéral
